codigo,municipio,pib_mil_reais
2510709,Passagem - PB,28935
2510808,Patos - PB,1998302
2510907,Paulista - PB,157586
2511004,Pedra Branca - PB,37568
2511103,Pedra Lavrada - PB,80276
2511202,Pedras de Fogo - PB,656966
2511301,Piancó - PB,206946
2511400,Picuí - PB,213731
2511509,Pilar - PB,122047
2511608,Pilões - PB,95609
2511707,Pilõezinhos - PB,51324
2511806,Pirpirituba - PB,95327
2511905,Pitimbu - PB,431304
2512002,Pocinhos - PB,285031
2512036,Poço Dantas - PB,40318
2512077,Poço de José de Moura - PB,46932
2512101,Pombal - PB,466596
2512200,Prata - PB,64814
2512309,Princesa Isabel - PB,266954
2512408,Puxinanã - PB,138075
2512507,Queimadas - PB,607307
2512606,Quixaba - PB,26818
2512705,Remígio - PB,181633
2512721,Pedro Régis - PB,57292
2512747,Riachão - PB,36562
2512754,Riachão do Bacamarte - PB,50199
2512762,Riachão do Poço - PB,56334
2512788,Riacho de Santo Antônio - PB,30616
2512804,Riacho dos Cavalos - PB,92854
2512903,Rio Tinto - PB,323318
2513000,Salgadinho - PB,33513
2513109,Salgado de São Félix - PB,129057
2513158,Santa Cecília - PB,65826
2513208,Santa Cruz - PB,62329
2513307,Santa Helena - PB,62387
2513356,Santa Inês - PB,36845
2513406,Santa Luzia - PB,372903
2513505,Santana de Mangueira - PB,51164
2513604,Santana dos Garrotes - PB,67491
2513653,Joca Claudino - PB,33077
2513703,Santa Rita - PB,2580592
2513802,Santa Teresinha - PB,57292
2513851,Santo André - PB,29441
2513901,São Bento - PB,568731
2513927,São Bentinho - PB,55647
2513943,São Domingos do Cariri - PB,28821
2513968,São Domingos - PB,36270
2513984,São Francisco - PB,39305
2514008,São João do Cariri - PB,55476
2514107,São João do Tigre - PB,41004
2514206,São José da Lagoa Tapada - PB,72192
2514305,São José de Caiana - PB,55708
2514404,São José de Espinharas - PB,55035
2514453,São José dos Ramos - PB,86773
2514503,São José de Piranhas - PB,230936
2514552,São José de Princesa - PB,34093
2514602,São José do Bonfim - PB,32491
2514651,São José do Brejo do Cruz - PB,29166
2514701,São José do Sabugi - PB,125303
2514800,São José dos Cordeiros - PB,37037
2514909,São Mamede - PB,82591
2515005,São Miguel de Taipu - PB,82966
2515104,São Sebastião de Lagoa de Roça - PB,106031
2515203,São Sebastião do Umbuzeiro - PB,40497
2515302,Sapé - PB,677858
2515401,São Vicente do Seridó - PB,90035
2515500,Serra Branca - PB,148076
2515609,Serra da Raiz - PB,37107
2515708,Serra Grande - PB,33251
2515807,Serra Redonda - PB,71258
2515906,Serraria - PB,67798
2515930,Sertãozinho - PB,55027
2515971,Sobrado - PB,113089
2516003,Solânea - PB,353670
2516102,Soledade - PB,253441
2516151,Sossêgo - PB,38789
2516201,Sousa - PB,1320173
2516300,Sumé - PB,201613
2516409,Tacima - PB,91865
2516508,Taperoá - PB,139501
2516607,Tavares - PB,140211
2516706,Teixeira - PB,169461
2516755,Tenório - PB,34675
2516805,Triunfo - PB,87702
2516904,Uiraúna - PB,193071
2517001,Umbuzeiro - PB,91270
2517100,Várzea - PB,37673
2517209,Vieirópolis - PB,52851
2517407,Zabelê - PB,27048
2600054,Abreu e Lima - PE,1724258
2600104,Afogados da Ingazeira - PE,541816
2600203,Afrânio - PE,209815
2600302,Agrestina - PE,352858
2600401,Água Preta - PE,259866
2600500,Águas Belas - PE,401111
2600609,Alagoinha - PE,144945
2600708,Aliança - PE,413314
2600807,Altinho - PE,222589
2600906,Amaraji - PE,294407
2601003,Angelim - PE,142260
2601052,Araçoiaba - PE,161884
2601102,Araripina - PE,1272092
2601201,Arcoverde - PE,1215383
2601300,Barra de Guabiraba - PE,146943
2601409,Barreiros - PE,503988
2601508,Belém de Maria - PE,99499
2601607,Belém do São Francisco - PE,366293
2601706,Belo Jardim - PE,2765036
2601805,Betânia - PE,105307
2601904,Bezerros - PE,962826
2602001,Bodocó - PE,317010
2602100,Bom Conselho - PE,643151
2602209,Bom Jardim - PE,366988
2602308,Bonito - PE,539340
2602407,Brejão - PE,183679
2602506,Brejinho - PE,83879
2602605,Brejo da Madre de Deus - PE,461357
2602704,Buenos Aires - PE,133152
2602803,Buíque - PE,549015
2602902,Cabo de Santo Agostinho - PE,13706389
2603009,Cabrobó - PE,440863
2603108,Cachoeirinha - PE,254369
2603207,Caetés - PE,423727
2603306,Calçado - PE,115299
2603405,Calumbi - PE,50300
2603454,Camaragibe - PE,2229680
2603504,Camocim de São Félix - PE,181161
2603603,Camutanga - PE,285369
2603702,Canhotinho - PE,253171
2603801,Capoeiras - PE,244054
2603900,Carnaíba - PE,193546
2603926,Carnaubeira da Penha - PE,83423
2604007,Carpina - PE,1744915
2604106,Caruaru - PE,8663525
2604155,Casinhas - PE,101521
2604205,Catende - PE,360566
2604304,Cedro - PE,125401
2604403,Chã de Alegria - PE,168758
2604502,Chã Grande - PE,251193
2604601,Condado - PE,250915
2604700,Correntes - PE,192016
2604809,Cortês - PE,121502
2604908,Cumaru - PE,109260
2605004,Cupira - PE,283576
2605103,Custódia - PE,593880
2605152,Dormentes - PE,246023
2605202,Escada - PE,1306431
2605301,Exu - PE,325117
2605400,Feira Nova - PE,247550
2605459,Fernando de Noronha - PE,229561
2605509,Ferreiros - PE,132503
2605608,Flores - PE,192902
2605707,Floresta - PE,445213
2605806,Frei Miguelinho - PE,131441
2605905,Gameleira - PE,274258
2606002,Garanhuns - PE,3077112
2606101,Glória do Goitá - PE,554616
2606200,Goiana - PE,10662964
2606309,Granito - PE,78432
2606408,Gravatá - PE,1359681
2606507,Iati - PE,195800
2606606,Ibimirim - PE,330119
2606705,Ibirajuba - PE,85527
2606804,Igarassu - PE,3471427
2606903,Iguaracy - PE,112369
2607000,Inajá - PE,196880
2607109,Ingazeira - PE,50497
2607208,Ipojuca - PE,14929346
2607307,Ipubi - PE,340374
2607406,Itacuruba - PE,71286
2607505,Itaíba - PE,283413
2607604,Ilha de Itamaracá - PE,299232
2607653,Itambé - PE,522657
2607703,Itapetim - PE,139873
2607752,Itapissuma - PE,2383641
2607802,Itaquitinga - PE,160857
2607901,Jaboatão dos Guararapes - PE,16133556
2607950,Jaqueira - PE,111801
2608008,Jataúba - PE,154862
2608057,Jatobá - PE,153793
2608107,João Alfredo - PE,316644
2608206,Joaquim Nabuco - PE,181310
2608255,Jucati - PE,129270
2608305,Jupi - PE,214224
2608404,Jurema - PE,132840
2608453,Lagoa do Carro - PE,300635
2608503,Lagoa de Itaenga - PE,482859
2608602,Lagoa do Ouro - PE,139223
2608701,Lagoa dos Gatos - PE,135443
2608750,Lagoa Grande - PE,456844
2608800,Lajedo - PE,585576
2608909,Limoeiro - PE,838343
2609006,Macaparana - PE,283578
2609105,Machados - PE,216295
2609154,Manari - PE,139153
2609204,Maraial - PE,92490
2609303,Mirandiba - PE,163406
2609402,Moreno - PE,892506
2609501,Nazaré da Mata - PE,688468
2609600,Olinda - PE,5788250
2609709,Orobó - PE,398794
2609808,Orocó - PE,186448
2609907,Ouricuri - PE,780513
2610004,Palmares - PE,924146
2610103,Palmeirina - PE,79959
2610202,Panelas - PE,229556
2610301,Paranatama - PE,285773
2610400,Parnamirim - PE,213190
2610509,Passira - PE,264547
2610608,Paudalho - PE,926328
2610707,Paulista - PE,5591652
2610806,Pedra - PE,306398
2610905,Pesqueira - PE,869651
2611002,Petrolândia - PE,1675876
2611101,Petrolina - PE,7994040
2611200,Poção - PE,102107
2611309,Pombos - PE,532583
2611408,Primavera - PE,291696
2611507,Quipapá - PE,192325
2611533,Quixaba - PE,67064
2611606,Recife - PE,54970302
2611705,Riacho das Almas - PE,260563
2611804,Ribeirão - PE,576407
2611903,Rio Formoso - PE,379871
2612000,Sairé - PE,176225
2612109,Salgadinho - PE,80938
2612208,Salgueiro - PE,1002105
2612307,Saloá - PE,171051
2612406,Sanharó - PE,248264
2612455,Santa Cruz - PE,133592
2612471,Santa Cruz da Baixa Verde - PE,113554
2612505,Santa Cruz do Capibaribe - PE,1925734
2612554,Santa Filomena - PE,111830
2612604,Santa Maria da Boa Vista - PE,564000
2612703,Santa Maria do Cambucá - PE,122262
2612802,Santa Terezinha - PE,114824
2612901,São Benedito do Sul - PE,117017
2613008,São Bento do Una - PE,1485706
2613107,São Caitano - PE,447679
2613206,São João - PE,390211
2613305,São Joaquim do Monte - PE,185467
2613404,São José da Coroa Grande - PE,291007
2613503,São José do Belmonte - PE,341544
2613602,São José do Egito - PE,441117
2613701,São Lourenço da Mata - PE,1444200
2613800,São Vicente Férrer - PE,209528
2613909,Serra Talhada - PE,1693347
2614006,Serrita - PE,161153
2614105,Sertânia - PE,367389
2614204,Sirinhaém - PE,722495
2614303,Moreilândia - PE,90987
2614402,Solidão - PE,56661
2614501,Surubim - PE,915558
2614600,Tabira - PE,314903
2614709,Tacaimbó - PE,149159
2614808,Tacaratu - PE,251978
2614857,Tamandaré - PE,395834
2615003,Taquaritinga do Norte - PE,334642
2615102,Terezinha - PE,75618
2615201,Terra Nova - PE,95262
2615300,Timbaúba - PE,746607
2615409,Toritama - PE,764572
2615508,Tracunhaém - PE,176619
2615607,Trindade - PE,419024
2615706,Triunfo - PE,157358
2615805,Tupanatinga - PE,227130
2615904,Tuparetama - PE,89139
2616001,Venturosa - PE,247349
2616100,Verdejante - PE,80931
2616183,Vertente do Lério - PE,74060
2616209,Vertentes - PE,194511
2616308,Vicência - PE,519426
2616407,Vitória de Santo Antão - PE,4551843
2616506,Xexéu - PE,141411
2700102,Água Branca - AL,202705
2700201,Anadia - AL,250500
2700300,Arapiraca - AL,5916238
2700409,Atalaia - AL,1500460
2700508,Barra de Santo Antônio - AL,262047
2700607,Barra de São Miguel - AL,238456
2700706,Batalha - AL,229982
2700805,Belém - AL,191336
2700904,Belo Monte - AL,151407
2701001,Boca da Mata - AL,506081
2701100,Branquinha - AL,775435
2701209,Cacimbinhas - AL,140487
2701308,Cajueiro - AL,207919
2701357,Campestre - AL,87777
2701407,Campo Alegre - AL,734766
2701506,Campo Grande - AL,106142
2701605,Canapi - AL,166521
2701704,Capela - AL,248032
2701803,Carneiros - AL,90803
2701902,Chã Preta - AL,175489
2702009,Coité do Nóia - AL,211514
2702108,Colônia Leopoldina - AL,397415
2702207,Coqueiro Seco - AL,96056
2702306,Coruripe - AL,1782568
2702355,Craíbas - AL,480753
2702405,Delmiro Gouveia - AL,673915
2702504,Dois Riachos - AL,105272
2702553,Estrela de Alagoas - AL,154359
2702603,Feira Grande - AL,427598
2702702,Feliz Deserto - AL,164034
2702801,Flexeiras - AL,297791
2702900,Girau do Ponciano - AL,549600
2703007,Ibateguara - AL,196489
2703106,Igaci - AL,311967
2703205,Igreja Nova - AL,571877
2703304,Inhapi - AL,174776
2703403,Jacaré dos Homens - AL,74960
2703502,Jacuípe - AL,194531
2703601,Japaratinga - AL,252002
2703700,Jaramataia - AL,77897
2703759,Jequiá da Praia - AL,382025
2703809,Joaquim Gomes - AL,520994
2703908,Jundiá - AL,54801
2704005,Junqueiro - AL,550087
2704104,Lagoa da Canoa - AL,273062
2704203,Limoeiro de Anadia - AL,685194
2704302,Maceió - AL,27485311
2704401,Major Isidoro - AL,283475
2704500,Maragogi - AL,1118908
2704609,Maravilha - AL,90758
2704708,Marechal Deodoro - AL,3409648
2704807,Maribondo - AL,188010
2704906,Mar Vermelho - AL,50951
2705002,Mata Grande - AL,354641
2705101,Matriz de Camaragibe - AL,385920
2705200,Messias - AL,221131
2705309,Minador do Negrão - AL,74515
2705408,Monteirópolis - AL,78347
2705507,Murici - AL,588158
2705606,Novo Lino - AL,187256
2705705,Olho d'Água das Flores - AL,271809
2705804,Olho d'Água do Casado - AL,92959
2705903,Olho d'Água Grande - AL,70179
2706000,Olivença - AL,108872
2706109,Ouro Branco - AL,110475
2706208,Palestina - AL,45927
2706307,Palmeira dos Índios - AL,1181612
2706406,Pão de Açúcar - AL,266647
2706422,Pariconha - AL,145004
2706448,Paripueira - AL,236831
2706505,Passo de Camaragibe - AL,337360
2706604,Paulo Jacinto - AL,105576
2706703,Penedo - AL,983959
2706802,Piaçabuçu - AL,458416
2706901,Pilar - AL,676236
2707008,Pindoba - AL,59445
2707107,Piranhas - AL,344069
2707206,Poço das Trincheiras - AL,125628
2707305,Porto Calvo - AL,412903
2707404,Porto de Pedras - AL,333231
2707503,Porto Real do Colégio - AL,268907
2707602,Quebrangulo - AL,189081
2707701,Rio Largo - AL,1423072
2707800,Roteiro - AL,204149
2707909,Santa Luzia do Norte - AL,277405
2708006,Santana do Ipanema - AL,646336
2708105,Santana do Mundaú - AL,1408592
2708204,São Brás - AL,129340
2708303,São José da Laje - AL,588009
2708402,São José da Tapera - AL,332854
2708501,São Luís do Quitunde - AL,943729
2708600,São Miguel dos Campos - AL,1373077
2708709,São Miguel dos Milagres - AL,243495
2708808,São Sebastião - AL,858876
2708907,Satuba - AL,261004
2708956,Senador Rui Palmeira - AL,121201
2709004,Tanque d'Arca - AL,92175
2709103,Taquarana - AL,510846
2709152,Teotônio Vilela - AL,1357798
2709202,Traipu - AL,297000
2709301,União dos Palmares - AL,1416193
2709400,Viçosa - AL,594195
2800100,Amparo do São Francisco - SE,37967
2800209,Aquidabã - SE,287874
2800308,Aracaju - SE,18405678
2800407,Arauá - SE,140122
2800506,Areia Branca - SE,252263
2800605,Barra dos Coqueiros - SE,2581592
2800670,Boquim - SE,333080
2800704,Brejo Grande - SE,95886
2801009,Campo do Brito - SE,237677
2801108,Canhoba - SE,84436
2801207,Canindé de São Francisco - SE,2895222
2801306,Capela - SE,385290
2801405,Carira - SE,379818
2801504,Carmópolis - SE,422601
2801603,Cedro de São João - SE,64293
2801702,Cristinápolis - SE,250777
2801900,Cumbe - SE,69489
2802007,Divina Pastora - SE,188619
2802106,Estância - SE,2126563
2802205,Feira Nova - SE,114918
2802304,Frei Paulo - SE,324741
2802403,Gararu - SE,179511
2802502,General Maynard - SE,43532
2802601,Graccho Cardoso - SE,100982
2802700,Ilha das Flores - SE,101815
2802809,Indiaroba - SE,229670
2802908,Itabaiana - SE,2213275
2803005,Itabaianinha - SE,535797
2803104,Itabi - SE,81127
2803203,Itaporanga d'Ajuda - SE,880245
2803302,Japaratuba - SE,527939
2803401,Japoatã - SE,210654
2803500,Lagarto - SE,1798319
2803609,Laranjeiras - SE,1162007
2803708,Macambira - SE,89535
2803807,Malhada dos Bois - SE,52760
2803906,Malhador - SE,173218
2804003,Maruim - SE,448414
2804102,Moita Bonita - SE,206468
2804201,Monte Alegre de Sergipe - SE,218953
2804300,Muribeca - SE,96660
2804409,Neópolis - SE,330966
2804458,Nossa Senhora Aparecida - SE,109900
2804508,Nossa Senhora da Glória - SE,790790
2804607,Nossa Senhora das Dores - SE,415736
2804706,Nossa Senhora de Lourdes - SE,91165
2804805,Nossa Senhora do Socorro - SE,3232698
2804904,Pacatuba - SE,236643
2805000,Pedra Mole - SE,48012
2805109,Pedrinhas - SE,98936
2805208,Pinhão - SE,91574
2805307,Pirambu - SE,137922
2805406,Poço Redondo - SE,416245
2805505,Poço Verde - SE,322302
2805604,Porto da Folha - SE,366553
2805703,Propriá - SE,554299
2805802,Riachão do Dantas - SE,328904
2805901,Riachuelo - SE,222401
2806008,Ribeirópolis - SE,339443
2806107,Rosário do Catete - SE,468956
2806206,Salgado - SE,217519
2806305,Santa Luzia do Itanhy - SE,192690
2806404,Santana do São Francisco - SE,106773
2806503,Santa Rosa de Lima - SE,55084
2806602,Santo Amaro das Brotas - SE,167665
2806701,São Cristóvão - SE,1031740
2806800,São Domingos - SE,135227
2806909,São Francisco - SE,56034
2807006,São Miguel do Aleixo - SE,49842
2807105,Simão Dias - SE,790408
2807204,Siriri - SE,176736
2807303,Telha - SE,44121
2807402,Tobias Barreto - SE,655791
2807501,Tomar do Geru - SE,146965
2807600,Umbaúba - SE,401569
2900108,Abaíra - BA,70037
2900207,Abaré - BA,208481
2900306,Acajutiba - BA,144341
2900355,Adustina - BA,240507
2900405,Água Fria - BA,158357
2900504,Érico Cardoso - BA,77947
2900603,Aiquara - BA,53699
2900702,Alagoinhas - BA,4533420
2900801,Alcobaça - BA,347521
2900900,Almadina - BA,62839
2901007,Amargosa - BA,463246
2901106,Amélia Rodrigues - BA,437827
2901155,América Dourada - BA,167876
2901205,Anagé - BA,224788
2901304,Andaraí - BA,134354
2901353,Andorinha - BA,223255
2901403,Angical - BA,190379
2901502,Anguera - BA,78771
2901601,Antas - BA,160611
2901700,Antônio Cardoso - BA,124246
2901809,Antônio Gonçalves - BA,82589
2901908,Aporá - BA,148460
2901957,Apuarema - BA,74216
2902005,Aracatu - BA,145622
2902054,Araçás - BA,298903
2902104,Araci - BA,490958
2902203,Aramari - BA,103680
2902252,Arataca - BA,101344
2902302,Aratuípe - BA,79992
2902401,Aurelino Leal - BA,136886
2902500,Baianópolis - BA,263675
2902609,Baixa Grande - BA,194474
2902658,Banzaê - BA,113493
2902708,Barra - BA,430282
2902807,Barra da Estiva - BA,376926
2902906,Barra do Choça - BA,573207
2903003,Barra do Mendes - BA,115644
2903102,Barra do Rocha - BA,77839
2903201,Barreiras - BA,7007583
2903235,Barro Alto - BA,112747
2903276,Barrocas - BA,345869
2903300,Barro Preto - BA,79870
2903409,Belmonte - BA,373616
2903508,Belo Campo - BA,169334
2903607,Biritinga - BA,145254
2903706,Boa Nova - BA,111525
2903805,Boa Vista do Tupim - BA,155182
2903904,Bom Jesus da Lapa - BA,1357111
2903953,Bom Jesus da Serra - BA,69906
2904001,Boninal - BA,117753
2904050,Bonito - BA,270624
2904100,Boquira - BA,188737
2904209,Botuporã - BA,109884
2904308,Brejões - BA,144196
2904407,Brejolândia - BA,126161
2904506,Brotas de Macaúbas - BA,96352
2904605,Brumado - BA,1781802
2904704,Buerarema - BA,209117
2904753,Buritirama - BA,154805
2904803,Caatiba - BA,77336
2904852,Cabaceiras do Paraguaçu - BA,141050
2904902,Cachoeira - BA,479138
2905008,Caculé - BA,363603
2905107,Caém - BA,92224
2905156,Caetanos - BA,102468
2905206,Caetité - BA,1098344
2905305,Cafarnaum - BA,217329
2905404,Cairu - BA,1508842
2905503,Caldeirão Grande - BA,101885
2905602,Camacan - BA,354111
2905701,Camaçari - BA,33990890
2905800,Camamu - BA,468117
2905909,Campo Alegre de Lourdes - BA,295119
2906006,Campo Formoso - BA,2072121
2906105,Canápolis - BA,84823
2906204,Canarana - BA,258494
2906303,Canavieiras - BA,394907
2906402,Candeal - BA,67739
2906501,Candeias - BA,6824935
2906600,Candiba - BA,140513
2906709,Cândido Sales - BA,244448
2906808,Cansanção - BA,352265
2906824,Canudos - BA,152935
2906857,Capela do Alto Alegre - BA,129342
2906873,Capim Grosso - BA,579390
2906899,Caraíbas - BA,86125
2906907,Caravelas - BA,357855
2907004,Cardeal da Silva - BA,117844
2907103,Carinhanha - BA,288403
2907202,Casa Nova - BA,874879
2907301,Castro Alves - BA,316840
2907400,Catolândia - BA,80904
2907509,Catu - BA,695021
2907558,Caturama - BA,78181
2907608,Central - BA,154454
2907707,Chorrochó - BA,105377
2907806,Cícero Dantas - BA,399480
2907905,Cipó - BA,155100
2908002,Coaraci - BA,190857
2908101,Cocos - BA,559255
2908200,Conceição da Feira - BA,375845
2908309,Conceição do Almeida - BA,200105
2908408,Conceição do Coité - BA,883550
2908507,Conceição do Jacuípe - BA,2761495
2908606,Conde - BA,288432
2908705,Condeúba - BA,170758
2908804,Contendas do Sincorá - BA,50705
2908903,Coração de Maria - BA,225909
2909000,Cordeiros - BA,70616
2909109,Coribe - BA,168999
2909208,Coronel João Sá - BA,175063
2909307,Correntina - BA,3280617
2909406,Cotegipe - BA,171261
2909505,Cravolândia - BA,45856
2909604,Crisópolis - BA,205809
2909703,Cristópolis - BA,157829
2909802,Cruz das Almas - BA,1041984
2909901,Curaçá - BA,354901
2910008,Dário Meira - BA,126035
2910057,Dias d'Ávila - BA,3052173
2910107,Dom Basílio - BA,142114
2910206,Dom Macedo Costa - BA,43268
2910305,Elísio Medrado - BA,76577
2910404,Encruzilhada - BA,255982
2910503,Entre Rios - BA,680875
2910602,Esplanada - BA,731443
2910701,Euclides da Cunha - BA,794576
2910727,Eunápolis - BA,3204764
2910750,Fátima - BA,279797
2910776,Feira da Mata - BA,63006
2910800,Feira de Santana - BA,17287746
2910859,Filadélfia - BA,139019
2910909,Firmino Alves - BA,70961
2911006,Floresta Azul - BA,101470
2911105,Formosa do Rio Preto - BA,4609105
2911204,Gandu - BA,460710
2911253,Gavião - BA,49892
2911303,Gentio do Ouro - BA,133421
2911402,Glória - BA,254116
2911501,Gongogi - BA,76384
2911600,Governador Mangabeira - BA,221824
2911659,Guajeru - BA,68553
2911709,Guanambi - BA,1652174
2911808,Guaratinga - BA,279298
2911857,Heliópolis - BA,140497
2911907,Iaçu - BA,236733
2912004,Ibiassucê - BA,98696
2912103,Ibicaraí - BA,206488
2912202,Ibicoara - BA,442996
2912301,Ibicuí - BA,196041
2912400,Ibipeba - BA,177643
2912509,Ibipitanga - BA,117147
2912608,Ibiquera - BA,37302
2912707,Ibirapitanga - BA,285725
2912806,Ibirapuã - BA,450754
2912905,Ibirataia - BA,206991
2913002,Ibitiara - BA,113539
2913101,Ibititá - BA,155356
2913200,Ibotirama - BA,415176
2913309,Ichu - BA,56326
2913408,Igaporã - BA,198181
2913457,Igrapiúna - BA,211118
2913507,Iguaí - BA,246107
2913606,Ilhéus - BA,5165434
2913705,Inhambupe - BA,625516
2913804,Ipecaetá - BA,105039
2913903,Ipiaú - BA,567652
2914000,Ipirá - BA,664074
2914109,Ipupiara - BA,100298
2914208,Irajuba - BA,77968
2914307,Iramaia - BA,102575
2914406,Iraquara - BA,897724
2914505,Irará - BA,285797
2914604,Irecê - BA,1531592
2914653,Itabela - BA,513989
2914703,Itaberaba - BA,995761
2914802,Itabuna - BA,4200887
2914901,Itacaré - BA,427090
2915007,Itaeté - BA,126615
2915106,Itagi - BA,128429
2915205,Itagibá - BA,1102618
2915304,Itagimirim - BA,127478
2915353,Itaguaçu da Bahia - BA,152646
2915403,Itaju do Colônia - BA,89468
2915502,Itajuípe - BA,255369
2915601,Itamaraju - BA,1109786
2915700,Itamari - BA,103343
2915809,Itambé - BA,294534
2915908,Itanagra - BA,81829
2916005,Itanhém - BA,293429
2916104,Itaparica - BA,246765
2916203,Itapé - BA,106333
2916302,Itapebi - BA,335601
2916401,Itapetinga - BA,1466169
2916500,Itapicuru - BA,438660
2916609,Itapitanga - BA,94612
2916708,Itaquara - BA,100679
2916807,Itarantim - BA,330772
2916856,Itatim - BA,430369
2916906,Itiruçu - BA,120556
2917003,Itiúba - BA,351480
2917102,Itororó - BA,250715
2917201,Ituaçu - BA,256554
2917300,Ituberá - BA,367367
2917334,Iuiu - BA,133299
2917359,Jaborandi - BA,1344176
2917409,Jacaraci - BA,122734
2917508,Jacobina - BA,1866382
2917607,Jaguaquara - BA,677732
2917706,Jaguarari - BA,1197315
2917805,Jaguaripe - BA,206796
2917904,Jandaíra - BA,168106
2918001,Jequié - BA,3175607
2918100,Jeremoabo - BA,501169
2918209,Jiquiriçá - BA,150225
2918308,Jitaúna - BA,175501
2918357,João Dourado - BA,296792
2918407,Juazeiro - BA,5182686
2918456,Jucuruçu - BA,127605
2918506,Jussara - BA,113552
2918555,Jussari - BA,71426
2918605,Jussiape - BA,68637
2918704,Lafaiete Coutinho - BA,55228
2918753,Lagoa Real - BA,119480
2918803,Laje - BA,292274
2918902,Lajedão - BA,112925
2919009,Lajedinho - BA,60929
2919058,Lajedo do Tabocal - BA,78267
2919108,Lamarão - BA,64992
2919157,Lapão - BA,302184
2919207,Lauro de Freitas - BA,7322788
2919306,Lençóis - BA,170248
2919405,Licínio de Almeida - BA,157145
2919504,Livramento de Nossa Senhora - BA,574693
2919553,Luís Eduardo Magalhães - BA,8833179
2919603,Macajuba - BA,90666
2919702,Macarani - BA,226872
2919801,Macaúbas - BA,430548
2919900,Macururé - BA,67455
2919926,Madre de Deus - BA,515753
2919959,Maetinga - BA,50031
2920007,Maiquinique - BA,204964
2920106,Mairi - BA,158649
2920205,Malhada - BA,187955
2920304,Malhada de Pedras - BA,80501
2920403,Manoel Vitorino - BA,139733
2920452,Mansidão - BA,93635
2920502,Maracás - BA,655865
2920601,Maragogipe - BA,402216
2920700,Maraú - BA,343435
2920809,Marcionílio Souza - BA,94273
2920908,Mascote - BA,161322
2921005,Mata de São João - BA,1307567
2921054,Matina - BA,91646
2921104,Medeiros Neto - BA,514264
2921203,Miguel Calmon - BA,272751
2921302,Milagres - BA,144021
2921401,Mirangaba - BA,141314
2921450,Mirante - BA,78529
2921500,Monte Santo - BA,459587
2921609,Morpará - BA,78576
2921708,Morro do Chapéu - BA,626444
2921807,Mortugaba - BA,106587
2921906,Mucugê - BA,774984
2922003,Mucuri - BA,2213929
2922052,Mulungu do Morro - BA,212754
2922102,Mundo Novo - BA,198985
2922201,Muniz Ferreira - BA,66760
2922250,Muquém do São Francisco - BA,210272
2922300,Muritiba - BA,276522
2922409,Mutuípe - BA,470758
2922508,Nazaré - BA,330399
2922607,Nilo Peçanha - BA,185842
2922656,Nordestina - BA,160704
2922706,Nova Canaã - BA,174011
2922730,Nova Fátima - BA,95116
2922755,Nova Ibiá - BA,101835
2922805,Nova Itarana - BA,73231
2922854,Nova Redenção - BA,75482
2922904,Nova Soure - BA,271385
2923001,Nova Viçosa - BA,575879
2923035,Novo Horizonte - BA,105117
2923050,Novo Triunfo - BA,103840
2923100,Olindina - BA,241905
2923209,Oliveira dos Brejinhos - BA,291778
2923308,Ouriçangas - BA,80572
2923357,Ourolândia - BA,279796
2923407,Palmas de Monte Alto - BA,237973
2923506,Palmeiras - BA,107772
2923605,Paramirim - BA,270522
2923704,Paratinga - BA,260302
2923803,Paripiranga - BA,454229
2923902,Pau Brasil - BA,105694
2924009,Paulo Afonso - BA,3964729
2924058,Pé de Serra - BA,131268
2924108,Pedrão - BA,52230
2924207,Pedro Alexandre - BA,119243
2924306,Piatã - BA,242589
2924405,Pilão Arcado - BA,291131
2924504,Pindaí - BA,296449
2924603,Pindobaçu - BA,156836
2924652,Pintadas - BA,109216
2924678,Piraí do Norte - BA,116891
2924702,Piripá - BA,79283
2924801,Piritiba - BA,187717
2924900,Planaltino - BA,79136
2925006,Planalto - BA,309692
2925105,Poções - BA,572944
2925204,Pojuca - BA,1843255
2925253,Ponto Novo - BA,142450
2925303,Porto Seguro - BA,3775003
2925402,Potiraguá - BA,114890
2925501,Prado - BA,625403
2925600,Presidente Dutra - BA,132058
2925709,Presidente Jânio Quadros - BA,100235
2925758,Presidente Tancredo Neves - BA,337994
2925808,Queimadas - BA,257595
2925907,Quijingue - BA,227708
2925931,Quixabeira - BA,76980
2925956,Rafael Jambeiro - BA,396593
2926004,Remanso - BA,486107
2926103,Retirolândia - BA,149704
2926202,Riachão das Neves - BA,1539859
2926301,Riachão do Jacuípe - BA,409527
2926400,Riacho de Santana - BA,317645
2926509,Ribeira do Amparo - BA,192311
2926608,Ribeira do Pombal - BA,715512
2926657,Ribeirão do Largo - BA,110954
2926707,Rio de Contas - BA,155831
2926806,Rio do Antônio - BA,115515
2926905,Rio do Pires - BA,100333
2927002,Rio Real - BA,1030915
2927101,Rodelas - BA,143383
2927200,Ruy Barbosa - BA,392238
2927309,Salinas da Margarida - BA,201345
2927408,Salvador - BA,62981326
2927507,Santa Bárbara - BA,180434
2927606,Santa Brígida - BA,119246
2927705,Santa Cruz Cabrália - BA,549713
2927804,Santa Cruz da Vitória - BA,71169
2927903,Santa Inês - BA,76085
2928000,Santaluz - BA,521838
2928059,Santa Luzia - BA,124187
2928109,Santa Maria da Vitória - BA,600085
2928208,Santana - BA,343471
2928307,Santanópolis - BA,68800
2928406,Santa Rita de Cássia - BA,285736
