codigo,municipio,pib_mil_reais
3146701,Palma - MG,103636
3146750,Palmópolis - MG,63837
3146909,Papagaios - MG,374384
3147006,Paracatu - MG,7198751
3147105,Pará de Minas - MG,4024574
3147204,Paraguaçu - MG,650844
3147303,Paraisópolis - MG,592506
3147402,Paraopeba - MG,918655
3147501,Passabém - MG,23588
3147600,Passa Quatro - MG,471565
3147709,Passa Tempo - MG,481059
3147808,Passa Vinte - MG,42075
3147907,Passos - MG,3023766
3147956,Patis - MG,55025
3148004,Patos de Minas - MG,6146247
3148103,Patrocínio - MG,3679638
3148202,Patrocínio do Muriaé - MG,116017
3148301,Paula Cândido - MG,136790
3148400,Paulistas - MG,67346
3148509,Pavão - MG,93054
3148608,Peçanha - MG,270118
3148707,Pedra Azul - MG,401335
3148756,Pedra Bonita - MG,96488
3148806,Pedra do Anta - MG,57703
3148905,Pedra do Indaiá - MG,116112
3149002,Pedra Dourada - MG,42273
3149101,Pedralva - MG,182673
3149150,Pedras de Maria da Cruz - MG,109624
3149200,Pedrinópolis - MG,204095
3149309,Pedro Leopoldo - MG,1938134
3149408,Pedro Teixeira - MG,30259
3149507,Pequeri - MG,62510
3149606,Pequi - MG,85500
3149705,Perdigão - MG,234680
3149804,Perdizes - MG,1629149
3149903,Perdões - MG,626987
3149952,Periquito - MG,111677
3150000,Pescador - MG,47075
3150109,Piau - MG,92645
3150158,Piedade de Caratinga - MG,140805
3150208,Piedade de Ponte Nova - MG,62725
3150307,Piedade do Rio Grande - MG,110390
3150406,Piedade dos Gerais - MG,89789
3150505,Pimenta - MG,281707
3150539,Pingo-d'Água - MG,52693
3150570,Pintópolis - MG,71109
3150604,Piracema - MG,303140
3150703,Pirajuba - MG,403702
3150802,Piranga - MG,200152
3150901,Piranguçu - MG,78363
3151008,Piranguinho - MG,136133
3151107,Pirapetinga - MG,633595
3151206,Pirapora - MG,2871585
3151305,Piraúba - MG,200321
3151404,Pitangui - MG,741273
3151503,Piumhi - MG,1280617
3151602,Planura - MG,574230
3151701,Poço Fundo - MG,403832
3151800,Poços de Caldas - MG,8526942
3151909,Pocrane - MG,121701
3152006,Pompéu - MG,1170319
3152105,Ponte Nova - MG,2142078
3152131,Ponto Chique - MG,52084
3152170,Ponto dos Volantes - MG,122520
3152204,Porteirinha - MG,526973
3152303,Porto Firme - MG,130226
3152402,Poté - MG,168767
3152501,Pouso Alegre - MG,10718150
3152600,Pouso Alto - MG,277395
3152709,Prados - MG,229055
3152808,Prata - MG,1292807
3152907,Pratápolis - MG,228619
3153004,Pratinha - MG,154718
3153103,Presidente Bernardes - MG,67749
3153202,Presidente Juscelino - MG,49104
3153301,Presidente Kubitschek - MG,36193
3153400,Presidente Olegário - MG,731425
3153509,Alto Jequitibá - MG,125573
3153608,Prudente de Morais - MG,203096
3153707,Quartel Geral - MG,77606
3153806,Queluzito - MG,40046
3153905,Raposos - MG,193684
3154002,Raul Soares - MG,423330
3154101,Recreio - MG,123247
3154150,Reduto - MG,121182
3154200,Resende Costa - MG,207473
3154309,Resplendor - MG,277790
3154408,Ressaquinha - MG,372866
3154457,Riachinho - MG,157242
3154507,Riacho dos Machados - MG,532552
3154606,Ribeirão das Neves - MG,5180189
3154705,Ribeirão Vermelho - MG,105346
3154804,Rio Acima - MG,472402
3154903,Rio Casca - MG,237324
3155009,Rio Doce - MG,51851
3155108,Rio do Prado - MG,52654
3155207,Rio Espera - MG,59583
3155306,Rio Manso - MG,113750
3155405,Rio Novo - MG,120045
3155504,Rio Paranaíba - MG,906412
3155603,Rio Pardo de Minas - MG,345428
3155702,Rio Piracicaba - MG,1339656
3155801,Rio Pomba - MG,417244
3155900,Rio Preto - MG,69135
3156007,Rio Vermelho - MG,140757
3156106,Ritápolis - MG,90330
3156205,Rochedo de Minas - MG,114660
3156304,Rodeiro - MG,544656
3156403,Romaria - MG,271627
3156452,Rosário da Limeira - MG,67723
3156502,Rubelita - MG,80084
3156601,Rubim - MG,111693
3156700,Sabará - MG,4201932
3156809,Sabinópolis - MG,334727
3156908,Sacramento - MG,2090841
3157005,Salinas - MG,667282
3157104,Salto da Divisa - MG,132015
3157203,Santa Bárbara - MG,1628347
3157252,Santa Bárbara do Leste - MG,111674
3157278,Santa Bárbara do Monte Verde - MG,56261
3157302,Santa Bárbara do Tugúrio - MG,70602
3157336,Santa Cruz de Minas - MG,103453
3157377,Santa Cruz de Salinas - MG,48998
3157401,Santa Cruz do Escalvado - MG,76982
3157500,Santa Efigênia de Minas - MG,51008
3157609,Santa Fé de Minas - MG,59926
3157658,Santa Helena de Minas - MG,57927
3157708,Santa Juliana - MG,860296
3157807,Santa Luzia - MG,5287597
3157906,Santa Margarida - MG,353995
3158003,Santa Maria de Itabira - MG,269094
3158102,Santa Maria do Salto - MG,49983
3158201,Santa Maria do Suaçuí - MG,170803
3158300,Santana da Vargem - MG,243282
3158409,Santana de Cataguases - MG,49901
3158508,Santana de Pirapama - MG,116826
3158607,Santana do Deserto - MG,47355
3158706,Santana do Garambéu - MG,39152
3158805,Santana do Jacaré - MG,105812
3158904,Santana do Manhuaçu - MG,189822
3158953,Santana do Paraíso - MG,749702
3159001,Santana do Riacho - MG,103770
3159100,Santana dos Montes - MG,49867
3159209,Santa Rita de Caldas - MG,227928
3159308,Santa Rita de Jacutinga - MG,74798
3159357,Santa Rita de Minas - MG,151781
3159407,Santa Rita de Ibitipoca - MG,61998
3159506,Santa Rita do Itueto - MG,179107
3159605,Santa Rita do Sapucaí - MG,1944045
3159704,Santa Rosa da Serra - MG,102017
3159803,Santa Vitória - MG,802576
3159902,Santo Antônio do Amparo - MG,354378
3160009,Santo Antônio do Aventureiro - MG,67888
3160108,Santo Antônio do Grama - MG,85508
3160207,Santo Antônio do Itambé - MG,44720
3160306,Santo Antônio do Jacinto - MG,114522
3160405,Santo Antônio do Monte - MG,842862
3160454,Santo Antônio do Retiro - MG,70752
3160504,Santo Antônio do Rio Abaixo - MG,28487
3160603,Santo Hipólito - MG,50190
3160702,Santos Dumont - MG,1101637
3160801,São Bento Abade - MG,89289
3160900,São Brás do Suaçuí - MG,80485
3160959,São Domingos das Dores - MG,91424
3161007,São Domingos do Prata - MG,313454
3161056,São Félix de Minas - MG,43890
3161106,São Francisco - MG,648148
3161205,São Francisco de Paula - MG,150493
3161304,São Francisco de Sales - MG,193829
3161403,São Francisco do Glória - MG,72559
3161502,São Geraldo - MG,263233
3161601,São Geraldo da Piedade - MG,44803
3161650,São Geraldo do Baixio - MG,49928
3161700,São Gonçalo do Abaeté - MG,325637
3161809,São Gonçalo do Pará - MG,311147
3161908,São Gonçalo do Rio Abaixo - MG,7603788
3162005,São Gonçalo do Sapucaí - MG,986478
3162104,São Gotardo - MG,1189028
3162203,São João Batista do Glória - MG,268082
3162252,São João da Lagoa - MG,60402
3162302,São João da Mata - MG,55081
3162401,São João da Ponte - MG,269275
3162450,São João das Missões - MG,92410
3162500,São João del Rei - MG,3003942
3162559,São João do Manhuaçu - MG,183076
3162575,São João do Manteninha - MG,81210
3162609,São João do Oriente - MG,101830
3162658,São João do Pacuí - MG,44651
3162708,São João do Paraíso - MG,285026
3162807,São João Evangelista - MG,253189
3162906,São João Nepomuceno - MG,506005
3162922,São Joaquim de Bicas - MG,1083056
3162948,São José da Barra - MG,891414
3162955,São José da Lapa - MG,624432
3163003,São José da Safira - MG,49538
3163102,São José da Varginha - MG,114569
3163201,São José do Alegre - MG,57941
3163300,São José do Divino - MG,53035
3163409,São José do Goiabal - MG,67369
3163508,São José do Jacuri - MG,99880
3163607,São José do Mantimento - MG,44165
3163706,São Lourenço - MG,1177795
3163805,São Miguel do Anta - MG,105060
3163904,São Pedro da União - MG,148147
3164001,São Pedro dos Ferros - MG,134364
3164100,São Pedro do Suaçuí - MG,81769
3164209,São Romão - MG,243070
3164308,São Roque de Minas - MG,323179
3164407,São Sebastião da Bela Vista - MG,442552
3164431,São Sebastião da Vargem Alegre - MG,66796
3164472,São Sebastião do Anta - MG,104236
3164506,São Sebastião do Maranhão - MG,100804
3164605,São Sebastião do Oeste - MG,596667
3164704,São Sebastião do Paraíso - MG,2234341
3164803,São Sebastião do Rio Preto - MG,25965
3164902,São Sebastião do Rio Verde - MG,35675
3165008,São Tiago - MG,246013
3165107,São Tomás de Aquino - MG,195196
3165206,São Tomé das Letras - MG,137341
3165305,São Vicente de Minas - MG,206080
3165404,Sapucaí-Mirim - MG,110258
3165503,Sardoá - MG,68811
3165537,Sarzedo - MG,2190346
3165552,Setubinha - MG,122713
3165560,Sem-Peixe - MG,36660
3165578,Senador Amaral - MG,89404
3165602,Senador Cortes - MG,38033
3165701,Senador Firmino - MG,106704
3165800,Senador José Bento - MG,35501
3165909,Senador Modestino Gonçalves - MG,92204
3166006,Senhora de Oliveira - MG,81065
3166105,Senhora do Porto - MG,49708
3166204,Senhora dos Remédios - MG,115731
3166303,Sericita - MG,104954
3166402,Seritinga - MG,45221
3166501,Serra Azul de Minas - MG,45048
3166600,Serra da Saudade - MG,21916
3166709,Serra dos Aimorés - MG,93122
3166808,Serra do Salitre - MG,983425
3166907,Serrania - MG,161680
3166956,Serranópolis de Minas - MG,47445
3167004,Serranos - MG,38551
3167103,Serro - MG,292378
3167202,Sete Lagoas - MG,12655800
3167301,Silveirânia - MG,35131
3167400,Silvianópolis - MG,141500
3167509,Simão Pereira - MG,103933
3167608,Simonésia - MG,285219
3167707,Sobrália - MG,67350
3167806,Soledade de Minas - MG,81837
3167905,Tabuleiro - MG,65697
3168002,Taiobeiras - MG,557221
3168051,Taparuba - MG,49071
3168101,Tapira - MG,688692
3168200,Tapiraí - MG,56050
3168309,Taquaraçu de Minas - MG,65923
3168408,Tarumirim - MG,188289
3168507,Teixeiras - MG,191264
3168606,Teófilo Otoni - MG,2952020
3168705,Timóteo - MG,5609602
3168804,Tiradentes - MG,205615
3168903,Tiros - MG,379852
3169000,Tocantins - MG,349351
3169059,Tocos do Moji - MG,70715
3169109,Toledo - MG,107093
3169208,Tombos - MG,130946
3169307,Três Corações - MG,2958952
3169356,Três Marias - MG,3149734
3169406,Três Pontas - MG,1877754
3169505,Tumiritinga - MG,83258
3169604,Tupaciguara - MG,946266
3169703,Turmalina - MG,443537
3169802,Turvolândia - MG,139823
3169901,Ubá - MG,3557764
3170008,Ubaí - MG,117187
3170057,Ubaporanga - MG,167976
3170107,Uberaba - MG,20384265
3170206,Uberlândia - MG,43030885
3170305,Umburatiba - MG,44152
3170404,Unaí - MG,4316723
3170438,União de Minas - MG,130400
3170479,Uruana de Minas - MG,97089
3170503,Urucânia - MG,239904
3170529,Urucuia - MG,193218
3170578,Vargem Alegre - MG,77359
3170602,Vargem Bonita - MG,87624
3170651,Vargem Grande do Rio Pardo - MG,68132
3170701,Varginha - MG,8093504
3170750,Varjão de Minas - MG,316498
3170800,Várzea da Palma - MG,1087380
3170909,Varzelândia - MG,187195
3171006,Vazante - MG,1168800
3171030,Verdelândia - MG,115440
3171071,Veredinha - MG,133100
3171105,Veríssimo - MG,170416
3171154,Vermelho Novo - MG,64212
3171204,Vespasiano - MG,3019114
3171303,Viçosa - MG,1811350
3171402,Vieiras - MG,53436
3171501,Mathias Lobato - MG,43983
3171600,Virgem da Lapa - MG,131570
3171709,Virgínia - MG,180396
3171808,Virginópolis - MG,183972
3171907,Virgolândia - MG,62673
3172004,Visconde do Rio Branco - MG,1349239
3172103,Volta Grande - MG,139852
3172202,Wenceslau Braz - MG,33070
3200102,Afonso Cláudio - ES,569778
3200136,Águia Branca - ES,246002
3200169,Água Doce do Norte - ES,184400
3200201,Alegre - ES,575149
3200300,Alfredo Chaves - ES,457723
3200359,Alto Rio Novo - ES,113033
3200409,Anchieta - ES,5764186
3200508,Apiacá - ES,118191
3200607,Aracruz - ES,5313109
3200706,Atílio Vivácqua - ES,360869
3200805,Baixo Guandu - ES,928258
3200904,Barra de São Francisco - ES,1164997
3201001,Boa Esperança - ES,271046
3201100,Bom Jesus do Norte - ES,186830
3201159,Brejetuba - ES,294749
3201209,Cachoeiro de Itapemirim - ES,6146965
3201308,Cariacica - ES,13698899
3201407,Castelo - ES,1170584
3201506,Colatina - ES,4378290
3201605,Conceição da Barra - ES,607064
3201704,Conceição do Castelo - ES,279074
3201803,Divino de São Lourenço - ES,82577
3201902,Domingos Martins - ES,957718
3202009,Dores do Rio Preto - ES,159784
3202108,Ecoporanga - ES,411088
3202207,Fundão - ES,468483
3202256,Governador Lindenberg - ES,334325
3202306,Guaçuí - ES,612499
3202405,Guarapari - ES,2537477
3202454,Ibatiba - ES,450083
3202504,Ibiraçu - ES,289513
3202553,Ibitirama - ES,171980
3202603,Iconha - ES,314849
3202652,Irupi - ES,236221
3202702,Itaguaçu - ES,325864
3202801,Itapemirim - ES,5744177
3202900,Itarana - ES,266025
3203007,Iúna - ES,538442
3203056,Jaguaré - ES,963633
3203106,Jerônimo Monteiro - ES,172122
3203130,João Neiva - ES,646257
3203163,Laranja da Terra - ES,187686
3203205,Linhares - ES,8036037
3203304,Mantenópolis - ES,203073
3203320,Marataízes - ES,6659691
3203346,Marechal Floriano - ES,516900
3203353,Marilândia - ES,312890
3203403,Mimoso do Sul - ES,607403
3203502,Montanha - ES,410502
3203601,Mucurici - ES,96748
3203700,Muniz Freire - ES,383337
3203809,Muqui - ES,234318
3203908,Nova Venécia - ES,1339629
3204005,Pancas - ES,358499
3204054,Pedro Canário - ES,401435
3204104,Pinheiros - ES,861689
3204203,Piúma - ES,876048
3204252,Ponto Belo - ES,107547
3204302,Presidente Kennedy - ES,6811823
3204351,Rio Bananal - ES,525681
3204401,Rio Novo do Sul - ES,229881
3204500,Santa Leopoldina - ES,330157
3204559,Santa Maria de Jetibá - ES,1631412
3204609,Santa Teresa - ES,577198
3204658,São Domingos do Norte - ES,331338
3204708,São Gabriel da Palha - ES,762078
3204807,São José do Calçado - ES,203594
3204906,São Mateus - ES,2947650
3204955,São Roque do Canaã - ES,228985
3205002,Serra - ES,37279144
3205010,Sooretama - ES,667554
3205036,Vargem Alta - ES,430103
3205069,Venda Nova do Imigrante - ES,702150
3205101,Viana - ES,4227430
3205150,Vila Pavão - ES,180641
3205176,Vila Valério - ES,434064
3205200,Vila Velha - ES,16305901
3205309,Vitória - ES,31423978
3300100,Angra dos Reis - RJ,11194157
3300159,Aperibé - RJ,249119
3300209,Araruama - RJ,4234217
3300225,Areal - RJ,427436
3300233,Armação dos Búzios - RJ,2970297
3300258,Arraial do Cabo - RJ,2705450
3300308,Barra do Piraí - RJ,2713890
3300407,Barra Mansa - RJ,6449270
3300456,Belford Roxo - RJ,8839736
3300506,Bom Jardim - RJ,887295
3300605,Bom Jesus do Itabapoana - RJ,908156
3300704,Cabo Frio - RJ,12359509
3300803,Cachoeiras de Macacu - RJ,1305498
3300902,Cambuci - RJ,399847
3300936,Carapebus - RJ,726756
3300951,Comendador Levy Gasparian - RJ,603969
3301009,Campos dos Goytacazes - RJ,37179716
3301108,Cantagalo - RJ,841413
3301157,Cardoso Moreira - RJ,395476
3301207,Carmo - RJ,561273
3301306,Casimiro de Abreu - RJ,2352145
3301405,Conceição de Macabu - RJ,434135
3301504,Cordeiro - RJ,456168
3301603,Duas Barras - RJ,249214
3301702,Duque de Caxias - RJ,53136504
3301801,Engenheiro Paulo de Frontin - RJ,406735
3301850,Guapimirim - RJ,1363992
3301876,Iguaba Grande - RJ,631393
3301900,Itaboraí - RJ,5640678
3302007,Itaguaí - RJ,10502682
3302056,Italva - RJ,418759
3302106,Itaocara - RJ,635888
3302205,Itaperuna - RJ,3394940
3302254,Itatiaia - RJ,6893408
3302270,Japeri - RJ,1530183
3302304,Laje do Muriaé - RJ,184160
3302403,Macaé - RJ,17746787
3302452,Macuco - RJ,214870
3302502,Magé - RJ,4765781
3302601,Mangaratiba - RJ,3211861
3302700,Maricá - RJ,85814188
3302809,Mendes - RJ,357688
3302858,Mesquita - RJ,2619212
3302908,Miguel Pereira - RJ,632498
3303005,Miracema - RJ,662180
3303104,Natividade - RJ,324261
3303203,Nilópolis - RJ,3059459
3303302,Niterói - RJ,66345488
3303401,Nova Friburgo - RJ,6324877
3303500,Nova Iguaçu - RJ,17794452
3303609,Paracambi - RJ,1162875
3303708,Paraíba do Sul - RJ,1253017
3303807,Paraty - RJ,1955280
3303856,Paty do Alferes - RJ,684851
3303906,Petrópolis - RJ,15665370
3303955,Pinheiral - RJ,1452638
3304003,Piraí - RJ,2449973
3304102,Porciúncula - RJ,415943
3304110,Porto Real - RJ,4245725
3304128,Quatis - RJ,305010
3304144,Queimados - RJ,4361684
3304151,Quissamã - RJ,5996886
3304201,Resende - RJ,10754357
3304300,Rio Bonito - RJ,1831391
3304409,Rio Claro - RJ,435959
3304508,Rio das Flores - RJ,294384
3304524,Rio das Ostras - RJ,8948996
3304557,Rio de Janeiro - RJ,359632648
3304607,Santa Maria Madalena - RJ,234575
3304706,Santo Antônio de Pádua - RJ,1284632
3304755,São Francisco de Itabapoana - RJ,1184513
3304805,São Fidélis - RJ,845178
3304904,São Gonçalo - RJ,20324752
3305000,São João da Barra - RJ,9886849
3305109,São João de Meriti - RJ,8963716
3305133,São José de Ubá - RJ,196857
3305158,São José do Vale do Rio Preto - RJ,744334
3305208,São Pedro da Aldeia - RJ,2743637
3305307,São Sebastião do Alto - RJ,241281
3305406,Sapucaia - RJ,1000567
3305505,Saquarema - RJ,42178159
3305554,Seropédica - RJ,4777005
3305604,Silva Jardim - RJ,602627
3305703,Sumidouro - RJ,600250
3305752,Tanguá - RJ,694534
3305802,Teresópolis - RJ,5923899
3305901,Trajano de Moraes - RJ,242013
3306008,Três Rios - RJ,6348140
3306107,Valença - RJ,3122592
3306156,Varre-Sai - RJ,264149
3306206,Vassouras - RJ,1321254
3306305,Volta Redonda - RJ,19671203
3500105,Adamantina - SP,1370866
3500204,Adolfo - SP,115490
3500303,Aguaí - SP,1314737
3500402,Águas da Prata - SP,209004
3500501,Águas de Lindóia - SP,585604
3500550,Águas de Santa Bárbara - SP,217296
3500600,Águas de São Pedro - SP,147855
3500709,Agudos - SP,2638623
3500758,Alambari - SP,129390
3500808,Alfredo Marcondes - SP,120355
3500907,Altair - SP,112274
3501004,Altinópolis - SP,833396
3501103,Alto Alegre - SP,113585
3501152,Alumínio - SP,3982313
3501202,Álvares Florence - SP,124351
3501301,Álvares Machado - SP,709876
3501400,Álvaro de Carvalho - SP,58586
3501509,Alvinlândia - SP,58405
3501608,Americana - SP,15217280
3501707,Américo Brasiliense - SP,1230444
3501806,Américo de Campos - SP,126802
3501905,Amparo - SP,5152156
3502002,Analândia - SP,208314
3502101,Andradina - SP,2845285
3502200,Angatuba - SP,1474152
3502309,Anhembi - SP,169558
3502408,Anhumas - SP,105621
3502507,Aparecida - SP,1041067
3502606,Aparecida d'Oeste - SP,151540
3502705,Apiaí - SP,897713
3502754,Araçariguama - SP,4814504
3502804,Araçatuba - SP,9017953
3502903,Araçoiaba da Serra - SP,1205884
3503000,Aramina - SP,150277
3503109,Arandu - SP,194818
3503158,Arapeí - SP,45568
3503208,Araraquara - SP,11953237
3503307,Araras - SP,6942567
3503356,Arco-Íris - SP,62096
3503406,Arealva - SP,227079
3503505,Areias - SP,58113
3503604,Areiópolis - SP,163060
3503703,Ariranha - SP,1136911
3503802,Artur Nogueira - SP,1721737
3503901,Arujá - SP,8293370
3503950,Aspásia - SP,39546
3504008,Assis - SP,4082516
3504107,Atibaia - SP,8361032
3504206,Auriflama - SP,358544
3504305,Avaí - SP,376094
3504404,Avanhandava - SP,199389
3504503,Avaré - SP,3278922
3504602,Bady Bassitt - SP,551849
3504701,Balbinos - SP,65400
3504800,Bálsamo - SP,278642
3504909,Bananal - SP,216018
3505005,Barão de Antonina - SP,74956
3505104,Barbosa - SP,109125
3505203,Bariri - SP,1623406
3505302,Barra Bonita - SP,1515653
3505351,Barra do Chapéu - SP,133738
3505401,Barra do Turvo - SP,125821
3505500,Barretos - SP,5903516
3505609,Barrinha - SP,624816
3505708,Barueri - SP,58027667
3505807,Bastos - SP,1067217
3505906,Batatais - SP,2416803
3506003,Bauru - SP,16721368
3506102,Bebedouro - SP,4080485
3506201,Bento de Abreu - SP,210460
3506300,Bernardino de Campos - SP,377950
3506359,Bertioga - SP,2067677
3506409,Bilac - SP,292577
3506508,Birigui - SP,3947388
3506607,Biritiba Mirim - SP,971016
3506706,Boa Esperança do Sul - SP,380753
3506805,Bocaina - SP,281964
3506904,Bofete - SP,212434
3507001,Boituva - SP,3393229
3507100,Bom Jesus dos Perdões - SP,1463036
3507159,Bom Sucesso de Itararé - SP,63857
3507209,Borá - SP,74195
3507308,Boracéia - SP,519153
3507407,Borborema - SP,518182
3507456,Borebi - SP,73943
3507506,Botucatu - SP,5979359
3507605,Bragança Paulista - SP,7954300
3507704,Braúna - SP,120687
3507753,Brejo Alegre - SP,75675
3507803,Brodowski - SP,894831
3507902,Brotas - SP,1123987
3508009,Buri - SP,684130
3508108,Buritama - SP,627565
3508207,Buritizal - SP,244488
3508306,Cabrália Paulista - SP,102882
3508405,Cabreúva - SP,5961333
3508504,Caçapava - SP,5214553
3508603,Cachoeira Paulista - SP,673632
3508702,Caconde - SP,574395
3508801,Cafelândia - SP,682544
3508900,Caiabu - SP,69806
3509007,Caieiras - SP,4858858
3509106,Caiuá - SP,96255
3509205,Cajamar - SP,22713160
3509254,Cajati - SP,1755226
3509304,Cajobi - SP,170916
3509403,Cajuru - SP,761749
3509452,Campina do Monte Alegre - SP,151087
3509502,Campinas - SP,72946910
3509601,Campo Limpo Paulista - SP,2530950
3509700,Campos do Jordão - SP,1449808
3509809,Campos Novos Paulista - SP,194705
3509908,Cananéia - SP,264410
3509957,Canas - SP,130060
3510005,Cândido Mota - SP,1518347
3510104,Cândido Rodrigues - SP,107108
3510153,Canitar - SP,164319
3510203,Capão Bonito - SP,1269097
3510302,Capela do Alto - SP,392354
3510401,Capivari - SP,2990810
3510500,Caraguatatuba - SP,4532236
3510609,Carapicuíba - SP,6854706
3510708,Cardoso - SP,321120
3510807,Casa Branca - SP,1179142
3510906,Cássia dos Coqueiros - SP,293111
3511003,Castilho - SP,1388287
3511102,Catanduva - SP,5218361
3511201,Catiguá - SP,152902
3511300,Cedral - SP,533104
3511409,Cerqueira César - SP,956914
3511508,Cerquilho - SP,2343906
3511607,Cesário Lange - SP,740569
3511706,Charqueada - SP,515123
3511904,Clementina - SP,186411
3512001,Colina - SP,1541673
3512100,Colômbia - SP,373219
3512209,Conchal - SP,859274
3512308,Conchas - SP,432993
3512407,Cordeirópolis - SP,4107826
3512506,Coroados - SP,218777
3512605,Coronel Macedo - SP,141158
3512704,Corumbataí - SP,345026
3512803,Cosmópolis - SP,2109640
3512902,Cosmorama - SP,506809
3513009,Cotia - SP,16114165
3513108,Cravinhos - SP,1753137
3513207,Cristais Paulista - SP,346566
3513306,Cruzália - SP,137664
3513405,Cruzeiro - SP,3182373
3513504,Cubatão - SP,21946472
3513603,Cunha - SP,326362
3513702,Descalvado - SP,2081162
3513801,Diadema - SP,18484356
3513850,Dirce Reis - SP,69827
3513900,Divinolândia - SP,491457
3514007,Dobrada - SP,138927
3514106,Dois Córregos - SP,835299
3514205,Dolcinópolis - SP,58947
3514304,Dourado - SP,802299
3514403,Dracena - SP,1444978
3514502,Duartina - SP,252626
3514601,Dumont - SP,342332
3514700,Echaporã - SP,152432
3514809,Eldorado - SP,329349
3514908,Elias Fausto - SP,1004655
3514924,Elisiário - SP,76051
3514957,Embaúba - SP,57200
3515004,Embu das Artes - SP,14314754
3515103,Embu-Guaçu - SP,1456125
3515129,Emilianópolis - SP,79175
3515152,Engenheiro Coelho - SP,661053
3515186,Espírito Santo do Pinhal - SP,2065824
3515194,Espírito Santo do Turvo - SP,91772
3515202,Estrela d'Oeste - SP,753257
3515301,Estrela do Norte - SP,62446
3515350,Euclides da Cunha Paulista - SP,136498
3515400,Fartura - SP,473712
3515509,Fernandópolis - SP,2468766
3515608,Fernando Prestes - SP,205594
3515657,Fernão - SP,80954
3515707,Ferraz de Vasconcelos - SP,4740673
3515806,Flora Rica - SP,42156
3515905,Floreal - SP,81886
3516002,Flórida Paulista - SP,264841
3516101,Florínea - SP,171949
3516200,Franca - SP,11276086
3516309,Francisco Morato - SP,1872467
3516408,Franco da Rocha - SP,4297871
3516507,Gabriel Monteiro - SP,93705
3516606,Gália - SP,172719
3516705,Garça - SP,1725228
3516804,Gastão Vidigal - SP,85828
3516853,Gavião Peixoto - SP,1184185
3516903,General Salgado - SP,275099
3517000,Getulina - SP,215988
3517109,Glicério - SP,125314
3517208,Guaiçara - SP,232241
3517307,Guaimbê - SP,442962
3517406,Guaíra - SP,2704845
3517505,Guapiaçu - SP,896415
3517604,Guapiara - SP,439112
3517703,Guará - SP,618205
3517802,Guaraçaí - SP,326572
3517901,Guaraci - SP,375453
3518008,Guarani d'Oeste - SP,37040
3518107,Guarantã - SP,196319
3518206,Guararapes - SP,1199678
3518305,Guararema - SP,1546741
3518404,Guaratinguetá - SP,7877882
3518503,Guareí - SP,313681
3518602,Guariba - SP,1135134
3518701,Guarujá - SP,10494252
3518800,Guarulhos - SP,77376425
3518859,Guatapará - SP,245363
3518909,Guzolândia - SP,93585
3519006,Herculândia - SP,355955
3519055,Holambra - SP,1463401
3519071,Hortolândia - SP,18377822
3519105,Iacanga - SP,658010
3519204,Iacri - SP,316795
3519253,Iaras - SP,168922
3519303,Ibaté - SP,1159253
3519402,Ibirá - SP,318126
3519501,Ibirarema - SP,244614
3519600,Ibitinga - SP,1965223
3519709,Ibiúna - SP,2370586
3519808,Icém - SP,209289
3519907,Iepê - SP,434356
3520004,Igaraçu do Tietê - SP,381185
3520103,Igarapava - SP,1299637
3520202,Igaratá - SP,240165
3520301,Iguape - SP,1588620
3520400,Ilhabela - SP,13956618
3520426,Ilha Comprida - SP,1363561
3520442,Ilha Solteira - SP,706075
3520509,Indaiatuba - SP,22817117
3520608,Indiana - SP,86968
3520707,Indiaporã - SP,111103
3520806,Inúbia Paulista - SP,136681
3520905,Ipaussu - SP,499099
3521002,Iperó - SP,969694
3521101,Ipeúna - SP,947912
3521150,Ipiguá - SP,124259
3521200,Iporanga - SP,63459
3521309,Ipuã - SP,442715
3521408,Iracemápolis - SP,2127925
3521507,Irapuã - SP,186223
3521606,Irapuru - SP,109595
3521705,Itaberá - SP,1016119
3521804,Itaí - SP,924897
3521903,Itajobi - SP,935220
3522000,Itaju - SP,232257
3522109,Itanhaém - SP,2369275
3522158,Itaoca - SP,53345
3522208,Itapecerica da Serra - SP,4909299
3522307,Itapetininga - SP,6359723
3522406,Itapeva - SP,3788992
3522505,Itapevi - SP,12854995
3522604,Itapira - SP,4756331
3522653,Itapirapuã Paulista - SP,52590
3522703,Itápolis - SP,1630820
3522802,Itaporanga - SP,305514
3522901,Itapuí - SP,1003729
3523008,Itapura - SP,104628
3523107,Itaquaquecetuba - SP,9519618
3523206,Itararé - SP,1182424
3523305,Itariri - SP,438980
3523404,Itatiba - SP,8245498
3523503,Itatinga - SP,396660
3523602,Itirapina - SP,1273184
3523701,Itirapuã - SP,161835
3523800,Itobi - SP,198366
3523909,Itu - SP,10540813
3524006,Itupeva - SP,8423279
3524105,Ituverava - SP,1907193
3524204,Jaborandi - SP,153278
3524303,Jaboticabal - SP,3601183
3524402,Jacareí - SP,16080494
3524501,Jaci - SP,676808
3524600,Jacupiranga - SP,531089
3524709,Jaguariúna - SP,13981302
3524808,Jales - SP,1982125
3524907,Jambeiro - SP,352904
3525003,Jandira - SP,4908360
3525102,Jardinópolis - SP,1580760
3525201,Jarinu - SP,2997400
3525300,Jaú - SP,5582395
3525409,Jeriquara - SP,168937
3525508,Joanópolis - SP,261558
3525607,João Ramalho - SP,148675
3525706,José Bonifácio - SP,1381751
